GenomeA	GenomeB	Mean_AAI
Acinetobacter gyllenbergii NIPH 230	Pseudomonas xinjiangensis NRRL B-51270	53.21
Acinetobacter gyllenbergii NIPH 230	Marinobacterium georgiense DSM 11526	52.46
Acinetobacter gyllenbergii NIPH 230	Acinetobacter johnsonii XBB1	75.56
Acinetobacter gyllenbergii NIPH 230	Marinobacterium jannaschii DSM 6295	52.25
Acinetobacter gyllenbergii NIPH 230	Halomonas anticariensis FP35	51.95
Acinetobacter gyllenbergii NIPH 230	Pseudomonas sabulinigri JCM 14963	52.41
Acinetobacter gyllenbergii NIPH 230	Pseudohaliea rubra DSM 19751	52.09
Acinetobacter gyllenbergii NIPH 230	Pseudomonas saudimassiliensis 12M76 air	53.87
Acinetobacter gyllenbergii NIPH 230	Marinomonas profundimaris D104	51.59
Acinetobacter gyllenbergii NIPH 230	Halotalea alkalilenta IHB B 13600	51.63
Acinetobacter gyllenbergii NIPH 230	Perlucidibaca piscinae DSM 21586	56.46
Acinetobacter gyllenbergii NIPH 230	Alcanivorax pacificus W11-5	52.50
Acinetobacter gyllenbergii NIPH 230	Marinobacter salinus Hb8	52.54
Acinetobacter gyllenbergii NIPH 230	Kangiella sediminilitoris KCTC 23892	51.27
Acinetobacter gyllenbergii NIPH 230	Pseudomonas zeshuii KACC 15471	53.52
Acinetobacter gyllenbergii NIPH 230	Alcanivorax dieselolei B5	51.86
Acinetobacter gyllenbergii NIPH 230	Psychrobacter alimentarius PAMC 27889	55.97
Acinetobacter gyllenbergii NIPH 230	Marinobacter persicus IBRC-M 10445	52.90
Acinetobacter gyllenbergii NIPH 230	Marinomonas polaris DSM 16579	51.39
Acinetobacter gyllenbergii NIPH 230	Pseudomonas formosensis JCM 18415	54.09
Acinetobacter gyllenbergii NIPH 230	Halomonas elongata HEK1	52.10
Acinetobacter gyllenbergii NIPH 230	Rugamonas rubra ATCC 43154	49.95
Acinetobacter gyllenbergii NIPH 230	Halomonas aestuarii Hb3	52.12
Acinetobacter boissieri ANC 4422	Bermanella marisrubri RED65	52.35
Acinetobacter boissieri ANC 4422	Marinomonas ushuaiensis DSM 15871	51.93
Acinetobacter boissieri ANC 4422	Pseudomonas marincola JCM 14761	52.94
Acinetobacter boissieri ANC 4422	Acinetobacter rudis DSM 24031	68.37
Acinetobacter boissieri ANC 4422	Pseudomonas litoralis 2SM5	53.15
Acinetobacter boissieri ANC 4422	Oceanicoccus sagamiensis NBRC 107125	52.87
Acinetobacter boissieri ANC 4422	Marinomonas posidonica IVIA-Po-181	51.99
Acinetobacter boissieri ANC 4422	Acinetobacter populi PBJ7	66.96
Acinetobacter boissieri ANC 4422	Moraxella nonliquefaciens CCUG 348	56.25
Acinetobacter boissieri ANC 4422	Congregibacter litoralis KT71	51.62
Acinetobacter boissieri ANC 4422	Halomonas zincidurans B6	51.98
Acinetobacter boissieri ANC 4422	Acinetobacter larvae BRTC-1	68.19
Acinetobacter boissieri ANC 4422	Pseudomonas hussainii JCM 19513	53.78
Acinetobacter boissieri ANC 4422	Pseudomonas caeni DSM 24390	53.29
Acinetobacter boissieri ANC 4422	Kushneria marisflavi SW32	51.23
Acinetobacter boissieri ANC 4422	Acinetobacter junii 65	69.90
Acinetobacter boissieri ANC 4422	Halomonas lutea DSM 23508	51.71
Acinetobacter boissieri ANC 4422	Halomonas saccharevitans CGMCC 1.6493	52.01
Acinetobacter boissieri ANC 4422	Haliea salexigens DSM 19537	51.63
Acinetobacter boissieri ANC 4422	Pseudomonas protegens CHA0	52.41
Acinetobacter boissieri ANC 4422	Alcanivorax borkumensis SK2	52.98
Acinetobacter boissieri ANC 4422	Halioglobus pacificus RR3-57	51.98
Acinetobacter boissieri ANC 4422	Marinomonas atlantica Cmf 18.22	52.15
Acinetobacter boissieri ANC 4422	Chromohalobacter salexigens DSM 3043	51.79
Acinetobacter boissieri ANC 4422	Pseudomonas aestusnigri VGXO14	53.14
Acinetobacter boissieri ANC 4422	Halomonas subterranea CGMCC 1.6495	51.79
Acinetobacter boissieri ANC 4422	Halomonas desiderata SP1	52.06
Acinetobacter boissieri ANC 4422	Gilvimarinus agarilyticus JEA5	52.67
Acinetobacter boissieri ANC 4422	Pseudomonas psychrotolerans PRS08-11306	53.40
Acinetobacter boissieri ANC 4422	Chromohalobacter japonicus CJ	51.92
Acinetobacter boissieri ANC 4422	Marinobacter excellens HL-55	52.21
Acinetobacter boissieri ANC 4422	Moraxella lincolnii CCUG 9405	56.37
Acinetobacter boissieri ANC 4422	Acinetobacter gerneri CIP 107464	69.20
Acinetobacter boissieri ANC 4422	Saccharophagus degradans 2-40	53.06
Acinetobacter boissieri ANC 4422	Halioglobus japonicus NBRC 107739	52.34
Acinetobacter boissieri ANC 4422	Halomonas utahensis P-halo	51.34
Acinetobacter boissieri ANC 4422	Gynuella sunshinyii YC6258	51.77
Acinetobacter boissieri ANC 4422	Pseudomonas pelagia CL-AP6	52.61
Acinetobacter boissieri ANC 4422	Halomonas jeotgali Hwa	51.87
Acinetobacter boissieri ANC 4422	Microbulbifer variabilis ATCC 700307	52.07
Acinetobacter boissieri ANC 4422	Amphritea japonica JAMM 1866	52.79
Acinetobacter boissieri ANC 4422	Aidingimonas halophila DSM 19219	51.65
Acinetobacter boissieri ANC 4422	Psychrobacter urativorans R10.10B	56.09
Acinetobacter boissieri ANC 4422	Endozoicomonas numazuensis DSM 25634	52.10
Acinetobacter boissieri ANC 4422	Moraxella porci CCUG 54912	57.33
Acinetobacter boissieri ANC 4422	Oceanobacter kriegii DSM 6294	51.98
Acinetobacter boissieri ANC 4422	Pseudomonas fluorescens F113	52.59
Acinetobacter boissieri ANC 4422	Pseudomonas indica NBRC 103045	52.89
Acinetobacter boissieri ANC 4422	Pseudomonas balearica DSM6083 (=SP1402)	53.03
Acinetobacter boissieri ANC 4422	Acinetobacter bohemicus ANC 3994	69.34
Acinetobacter boissieri ANC 4422	Pseudomonas anguilliseptica DSM 12111	53.20
Acinetobacter boissieri ANC 4422	Marinomonas fungiae JCM 18476	52.28
Acinetobacter boissieri ANC 4422	Azotobacter chroococcum NCIMB 8003	53.01
Acinetobacter boissieri ANC 4422	Acinetobacter celticus ANC 4603	69.28
Acinetobacter boissieri ANC 4422	Halomonas halodenitrificans DSM 735	51.95
Acinetobacter boissieri ANC 4422	Moraxella osloensis CCUG 350	56.88
Acinetobacter boissieri ANC 4422	Zymobacter palmae DSM 10491	51.62
Acinetobacter boissieri ANC 4422	Acinetobacter equi 114	68.94
Acinetobacter boissieri ANC 4422	Marinobacter hydrocarbonoclasticus ATCC 49840	52.48
Acinetobacter boissieri ANC 4422	Pseudomonas borbori DSM 17834	52.66
Acinetobacter boissieri ANC 4422	Marinagarivorans algicola Z1	52.48
Acinetobacter boissieri ANC 4422	Acinetobacter beijerinckii CIP 110307	69.78
Acinetobacter boissieri ANC 4422	Halomonas shengliensis CGMCC 1.6444	52.25
Acinetobacter boissieri ANC 4422	Marinobacter segnicrescens CGMCC 1.6489	52.58
Acinetobacter boissieri ANC 4422	Alcanivorax hongdengensis A-11-3	52.70
Acinetobacter boissieri ANC 4422	Moraxella ovis 199/55	57.17
Acinetobacter boissieri ANC 4422	Carnimonas nigrificans ATCC BAA-78	52.01
Acinetobacter boissieri ANC 4422	Pseudomonas mendocina ymp	53.02
Acinetobacter boissieri ANC 4422	Acinetobacter nectaris CIP 110549	74.44
Acinetobacter boissieri ANC 4422	Marinobacter adhaerens HP15	52.24
Acinetobacter boissieri ANC 4422	Pseudomonas kuykendallii NRRL B-59562	53.06
Acinetobacter boissieri ANC 4422	Halomonas halocynthiae DSM 14573	52.02
Acinetobacter boissieri ANC 4422	Acinetobacter towneri CIP 107472	70.17
Acinetobacter boissieri ANC 4422	Halomonas pantelleriensis AAP	51.85
Acinetobacter boissieri ANC 4422	Marinimicrobium agarilyticum DSM 16975	52.79
Acinetobacter boissieri ANC 4422	Acinetobacter soli GFJ2	69.95
Acinetobacter boissieri ANC 4422	Alcanivorax jadensis T9	52.64
Acinetobacter boissieri ANC 4422	Pseudomonas otitidis DSM 17224	52.81
Acinetobacter boissieri ANC 4422	Kushneria aurantia DSM 21353	50.95
Acinetobacter boissieri ANC 4422	Acinetobacter defluvii WCHA30	69.21
Acinetobacter boissieri ANC 4422	Marinomonas aquimarina CECT 5080	52.49
Acinetobacter boissieri ANC 4422	Marinobacter salarius R9SW1	52.44
Acinetobacter boissieri ANC 4422	Microbulbifer marinus CGMCC 1.10657	52.59
Acinetobacter boissieri ANC 4422	Moraxella cuniculi DSM 21768	56.63
Acinetobacter boissieri ANC 4422	Pseudomonas fuscovaginae LMG 2158	52.90
Acinetobacter boissieri ANC 4422	Acinetobacter radioresistens CIP 103788	69.83
Acinetobacter boissieri ANC 4422	Oblitimonas alkaliphila B4199	53.27
Acinetobacter boissieri ANC 4422	Hahella ganghwensis DSM 17046	52.30
Acinetobacter boissieri ANC 4422	Pseudomonas sagittaria JCM 18195	53.50
Acinetobacter boissieri ANC 4422	Halomonas boliviensis LC1	51.68
Acinetobacter boissieri ANC 4422	Ventosimonas gracilis CV58	52.36
Acinetobacter boissieri ANC 4422	Halomonas salina B6	52.11
Acinetobacter boissieri ANC 4422	Marinobacter subterrani JG233	52.05
Acinetobacter boissieri ANC 4422	Moraxella catarrhalis BBH18	56.99
Acinetobacter boissieri ANC 4422	Mangrovitalea sediminis M11-4	52.47
Acinetobacter boissieri ANC 4422	Halomonas daqiaonensis CGMCC 1.9150	52.45
Acinetobacter boissieri ANC 4422	Acinetobacter parvus CIP 108168	70.58
Acinetobacter boissieri ANC 4422	Neptunomonas phycophila CECT 8716	52.46
Acinetobacter boissieri ANC 4422	Pseudomonas oryzae KCTC 32247	53.33
Acinetobacter boissieri ANC 4422	Halomonas xinjiangensis TRM 0175	52.20
Acinetobacter boissieri ANC 4422	Dasania marina DSM 21967	52.46
Acinetobacter boissieri ANC 4422	Halomonas taeanensis BH539	51.73
Acinetobacter boissieri ANC 4422	Teredinibacter turnerae T7901	52.71
Acinetobacter boissieri ANC 4422	Marinobacterium profundum PAMC 27536	52.38
Acinetobacter boissieri ANC 4422	Marinomonas mediterranea MMB-1	52.09
Acinetobacter boissieri ANC 4422	Pseudomonas resinovorans NBRC 106553	52.76
Acinetobacter boissieri ANC 4422	Acinetobacter indicus CIP 110367	69.97
Acinetobacter boissieri ANC 4422	Pseudomonas fulva 12-X	52.70
Acinetobacter boissieri ANC 4422	Tamilnaduibacter salinus DSM 28688	52.14
Acinetobacter boissieri ANC 4422	Terasakiispira papahanaumokuakeensis PH27A	52.40
Acinetobacter boissieri ANC 4422	Nitrincola lacisaponensis 4CA	52.76
Acinetobacter boissieri ANC 4422	Psychrobacter phenylpyruvicus DSM 7000	56.07
Acinetobacter boissieri ANC 4422	Neptuniibacter caesariensis MED92	52.53
Acinetobacter boissieri ANC 4422	Marinobacter antarcticus CGMCC 1.10835	52.40
Acinetobacter boissieri ANC 4422	Acinetobacter apis ANC 5114	74.77
Acinetobacter boissieri ANC 4422	Cobetia crustatorum JO1	52.06
Acinetobacter boissieri ANC 4422	Acinetobacter schindleri ACE	69.41
Acinetobacter boissieri ANC 4422	Halomonas cupida DSM 4740	51.76
Acinetobacter boissieri ANC 4422	Spongiibacter tropicus DSM 19543	52.90
Acinetobacter boissieri ANC 4422	Neptuniibacter marinus ATR 1.1	52.68
Acinetobacter boissieri ANC 4422	Psychrobacter pacificensis DSM 23406	56.55
Acinetobacter boissieri ANC 4422	Pseudomonas xinjiangensis NRRL B-51270	53.22
Acinetobacter boissieri ANC 4422	Marinobacterium georgiense DSM 11526	52.96
Acinetobacter boissieri ANC 4422	Acinetobacter johnsonii XBB1	69.81
Acinetobacter boissieri ANC 4422	Marinobacterium jannaschii DSM 6295	52.17
Acinetobacter boissieri ANC 4422	Halomonas anticariensis FP35	51.82
Acinetobacter boissieri ANC 4422	Pseudomonas sabulinigri JCM 14963	52.86
Acinetobacter boissieri ANC 4422	Pseudohaliea rubra DSM 19751	52.12
Acinetobacter boissieri ANC 4422	Pseudomonas saudimassiliensis 12M76 air	53.16
Acinetobacter boissieri ANC 4422	Marinomonas profundimaris D104	51.88
Acinetobacter boissieri ANC 4422	Halotalea alkalilenta IHB B 13600	51.69
Acinetobacter boissieri ANC 4422	Perlucidibaca piscinae DSM 21586	56.38
Acinetobacter boissieri ANC 4422	Alcanivorax pacificus W11-5	53.06
Acinetobacter boissieri ANC 4422	Marinobacter salinus Hb8	52.49
Acinetobacter boissieri ANC 4422	Kangiella sediminilitoris KCTC 23892	51.48
Acinetobacter boissieri ANC 4422	Pseudomonas zeshuii KACC 15471	52.79
Acinetobacter boissieri ANC 4422	Alcanivorax dieselolei B5	52.20
Acinetobacter boissieri ANC 4422	Psychrobacter alimentarius PAMC 27889	55.93
Acinetobacter boissieri ANC 4422	Marinobacter persicus IBRC-M 10445	52.78
Acinetobacter boissieri ANC 4422	Marinomonas polaris DSM 16579	51.57
Acinetobacter boissieri ANC 4422	Pseudomonas formosensis JCM 18415	53.35
Acinetobacter boissieri ANC 4422	Halomonas elongata HEK1	51.85
Acinetobacter boissieri ANC 4422	Rugamonas rubra ATCC 43154	49.73
Acinetobacter boissieri ANC 4422	Halomonas aestuarii Hb3	52.35
Bermanella marisrubri RED65	Marinomonas ushuaiensis DSM 15871	55.67
Bermanella marisrubri RED65	Pseudomonas marincola JCM 14761	55.26
Bermanella marisrubri RED65	Acinetobacter rudis DSM 24031	52.31
Bermanella marisrubri RED65	Pseudomonas litoralis 2SM5	55.82
Bermanella marisrubri RED65	Oceanicoccus sagamiensis NBRC 107125	55.47
Bermanella marisrubri RED65	Marinomonas posidonica IVIA-Po-181	55.65
Bermanella marisrubri RED65	Acinetobacter populi PBJ7	52.50
Bermanella marisrubri RED65	Moraxella nonliquefaciens CCUG 348	51.23
Bermanella marisrubri RED65	Congregibacter litoralis KT71	53.63
Bermanella marisrubri RED65	Halomonas zincidurans B6	54.88
Bermanella marisrubri RED65	Acinetobacter larvae BRTC-1	52.29
Bermanella marisrubri RED65	Pseudomonas hussainii JCM 19513	55.62
Bermanella marisrubri RED65	Pseudomonas caeni DSM 24390	55.46
Bermanella marisrubri RED65	Kushneria marisflavi SW32	53.39
Bermanella marisrubri RED65	Acinetobacter junii 65	52.38
Bermanella marisrubri RED65	Halomonas lutea DSM 23508	54.64
Bermanella marisrubri RED65	Halomonas saccharevitans CGMCC 1.6493	54.67
Bermanella marisrubri RED65	Haliea salexigens DSM 19537	54.51
Bermanella marisrubri RED65	Pseudomonas protegens CHA0	54.80
Bermanella marisrubri RED65	Alcanivorax borkumensis SK2	54.70
Bermanella marisrubri RED65	Halioglobus pacificus RR3-57	54.26
Bermanella marisrubri RED65	Marinomonas atlantica Cmf 18.22	55.67
Bermanella marisrubri RED65	Chromohalobacter salexigens DSM 3043	54.37
Bermanella marisrubri RED65	Pseudomonas aestusnigri VGXO14	55.36
Bermanella marisrubri RED65	Halomonas subterranea CGMCC 1.6495	54.63
Bermanella marisrubri RED65	Halomonas desiderata SP1	54.63
Bermanella marisrubri RED65	Gilvimarinus agarilyticus JEA5	55.32
Bermanella marisrubri RED65	Pseudomonas psychrotolerans PRS08-11306	55.30
Bermanella marisrubri RED65	Chromohalobacter japonicus CJ	54.58
Bermanella marisrubri RED65	Marinobacter excellens HL-55	55.80
Bermanella marisrubri RED65	Moraxella lincolnii CCUG 9405	51.83
Bermanella marisrubri RED65	Acinetobacter gerneri CIP 107464	52.16
Bermanella marisrubri RED65	Saccharophagus degradans 2-40	54.99
Bermanella marisrubri RED65	Halioglobus japonicus NBRC 107739	54.73
Bermanella marisrubri RED65	Halomonas utahensis P-halo	54.50
Bermanella marisrubri RED65	Gynuella sunshinyii YC6258	55.31
Bermanella marisrubri RED65	Pseudomonas pelagia CL-AP6	55.61
Bermanella marisrubri RED65	Halomonas jeotgali Hwa	54.69
Bermanella marisrubri RED65	Microbulbifer variabilis ATCC 700307	54.84
Bermanella marisrubri RED65	Amphritea japonica JAMM 1866	56.92
Bermanella marisrubri RED65	Aidingimonas halophila DSM 19219	54.67
Bermanella marisrubri RED65	Psychrobacter urativorans R10.10B	51.44
Bermanella marisrubri RED65	Endozoicomonas numazuensis DSM 25634	55.73
Bermanella marisrubri RED65	Moraxella porci CCUG 54912	51.86
Bermanella marisrubri RED65	Oceanobacter kriegii DSM 6294	57.90
Bermanella marisrubri RED65	Pseudomonas fluorescens F113	54.83
Bermanella marisrubri RED65	Pseudomonas indica NBRC 103045	55.65
Bermanella marisrubri RED65	Pseudomonas balearica DSM6083 (=SP1402)	55.71
Bermanella marisrubri RED65	Acinetobacter bohemicus ANC 3994	52.03
Bermanella marisrubri RED65	Pseudomonas anguilliseptica DSM 12111	55.21
Bermanella marisrubri RED65	Marinomonas fungiae JCM 18476	55.70
Bermanella marisrubri RED65	Azotobacter chroococcum NCIMB 8003	55.89
Bermanella marisrubri RED65	Acinetobacter celticus ANC 4603	52.46
Bermanella marisrubri RED65	Halomonas halodenitrificans DSM 735	54.89
Bermanella marisrubri RED65	Moraxella osloensis CCUG 350	51.60
Bermanella marisrubri RED65	Zymobacter palmae DSM 10491	53.69
Bermanella marisrubri RED65	Acinetobacter equi 114	52.38
Bermanella marisrubri RED65	Marinobacter hydrocarbonoclasticus ATCC 49840	56.26
Bermanella marisrubri RED65	Pseudomonas borbori DSM 17834	55.35
Bermanella marisrubri RED65	Marinagarivorans algicola Z1	54.82
Bermanella marisrubri RED65	Acinetobacter beijerinckii CIP 110307	52.40
Bermanella marisrubri RED65	Halomonas shengliensis CGMCC 1.6444	55.00
Bermanella marisrubri RED65	Marinobacter segnicrescens CGMCC 1.6489	56.02
Bermanella marisrubri RED65	Alcanivorax hongdengensis A-11-3	54.55
Bermanella marisrubri RED65	Moraxella ovis 199/55	52.03
Bermanella marisrubri RED65	Carnimonas nigrificans ATCC BAA-78	54.09
Bermanella marisrubri RED65	Pseudomonas mendocina ymp	55.16
Bermanella marisrubri RED65	Acinetobacter nectaris CIP 110549	52.69
Bermanella marisrubri RED65	Marinobacter adhaerens HP15	55.93
Bermanella marisrubri RED65	Pseudomonas kuykendallii NRRL B-59562	55.03
Bermanella marisrubri RED65	Halomonas halocynthiae DSM 14573	54.85
Bermanella marisrubri RED65	Acinetobacter towneri CIP 107472	52.31
Bermanella marisrubri RED65	Halomonas pantelleriensis AAP	54.56
Bermanella marisrubri RED65	Marinimicrobium agarilyticum DSM 16975	55.28
Bermanella marisrubri RED65	Acinetobacter soli GFJ2	52.24
Bermanella marisrubri RED65	Alcanivorax jadensis T9	54.35
Bermanella marisrubri RED65	Pseudomonas otitidis DSM 17224	55.04
Bermanella marisrubri RED65	Kushneria aurantia DSM 21353	53.48
Bermanella marisrubri RED65	Acinetobacter defluvii WCHA30	52.47
Bermanella marisrubri RED65	Marinomonas aquimarina CECT 5080	56.00
Bermanella marisrubri RED65	Marinobacter salarius R9SW1	56.04
Bermanella marisrubri RED65	Microbulbifer marinus CGMCC 1.10657	55.32
Bermanella marisrubri RED65	Moraxella cuniculi DSM 21768	51.68
Bermanella marisrubri RED65	Pseudomonas fuscovaginae LMG 2158	54.60
Bermanella marisrubri RED65	Acinetobacter radioresistens CIP 103788	52.22
Bermanella marisrubri RED65	Oblitimonas alkaliphila B4199	55.85
Bermanella marisrubri RED65	Hahella ganghwensis DSM 17046	56.06
Bermanella marisrubri RED65	Pseudomonas sagittaria JCM 18195	55.80
Bermanella marisrubri RED65	Halomonas boliviensis LC1	54.85
Bermanella marisrubri RED65	Ventosimonas gracilis CV58	55.50
Bermanella marisrubri RED65	Halomonas salina B6	54.88
Bermanella marisrubri RED65	Marinobacter subterrani JG233	56.18
Bermanella marisrubri RED65	Moraxella catarrhalis BBH18	51.72
Bermanella marisrubri RED65	Mangrovitalea sediminis M11-4	55.66
Bermanella marisrubri RED65	Halomonas daqiaonensis CGMCC 1.9150	54.85
Bermanella marisrubri RED65	Acinetobacter parvus CIP 108168	52.75
Bermanella marisrubri RED65	Neptunomonas phycophila CECT 8716	56.03
Bermanella marisrubri RED65	Pseudomonas oryzae KCTC 32247	55.57
Bermanella marisrubri RED65	Halomonas xinjiangensis TRM 0175	54.93
Bermanella marisrubri RED65	Dasania marina DSM 21967	55.63
Bermanella marisrubri RED65	Halomonas taeanensis BH539	54.89
Bermanella marisrubri RED65	Teredinibacter turnerae T7901	54.69
Bermanella marisrubri RED65	Marinobacterium profundum PAMC 27536	56.04
Bermanella marisrubri RED65	Marinomonas mediterranea MMB-1	55.36
Bermanella marisrubri RED65	Pseudomonas resinovorans NBRC 106553	55.22
Bermanella marisrubri RED65	Acinetobacter indicus CIP 110367	52.60
Bermanella marisrubri RED65	Pseudomonas fulva 12-X	55.29
Bermanella marisrubri RED65	Tamilnaduibacter salinus DSM 28688	55.56
Bermanella marisrubri RED65	Terasakiispira papahanaumokuakeensis PH27A	55.51
Bermanella marisrubri RED65	Nitrincola lacisaponensis 4CA	56.17
Bermanella marisrubri RED65	Psychrobacter phenylpyruvicus DSM 7000	51.76
Bermanella marisrubri RED65	Neptuniibacter caesariensis MED92	56.92
Bermanella marisrubri RED65	Marinobacter antarcticus CGMCC 1.10835	56.02
Bermanella marisrubri RED65	Acinetobacter apis ANC 5114	52.40
Bermanella marisrubri RED65	Cobetia crustatorum JO1	55.13
Bermanella marisrubri RED65	Acinetobacter schindleri ACE	52.44
Bermanella marisrubri RED65	Halomonas cupida DSM 4740	54.84
Bermanella marisrubri RED65	Spongiibacter tropicus DSM 19543	55.28
Bermanella marisrubri RED65	Neptuniibacter marinus ATR 1.1	56.71
Bermanella marisrubri RED65	Psychrobacter pacificensis DSM 23406	51.70
Bermanella marisrubri RED65	Pseudomonas xinjiangensis NRRL B-51270	55.65
Bermanella marisrubri RED65	Marinobacterium georgiense DSM 11526	56.61
Bermanella marisrubri RED65	Acinetobacter johnsonii XBB1	52.01
Bermanella marisrubri RED65	Marinobacterium jannaschii DSM 6295	56.13
Bermanella marisrubri RED65	Halomonas anticariensis FP35	54.75
Bermanella marisrubri RED65	Pseudomonas sabulinigri JCM 14963	55.63
Bermanella marisrubri RED65	Pseudohaliea rubra DSM 19751	54.88
Bermanella marisrubri RED65	Pseudomonas saudimassiliensis 12M76 air	55.90
Bermanella marisrubri RED65	Marinomonas profundimaris D104	55.47
Bermanella marisrubri RED65	Halotalea alkalilenta IHB B 13600	53.31
Bermanella marisrubri RED65	Perlucidibaca piscinae DSM 21586	54.31
Bermanella marisrubri RED65	Alcanivorax pacificus W11-5	53.92
Bermanella marisrubri RED65	Marinobacter salinus Hb8	56.16
Bermanella marisrubri RED65	Kangiella sediminilitoris KCTC 23892	53.37
Bermanella marisrubri RED65	Pseudomonas zeshuii KACC 15471	55.38
Bermanella marisrubri RED65	Alcanivorax dieselolei B5	54.15
Bermanella marisrubri RED65	Psychrobacter alimentarius PAMC 27889	51.34
Bermanella marisrubri RED65	Marinobacter persicus IBRC-M 10445	56.62
Bermanella marisrubri RED65	Marinomonas polaris DSM 16579	55.36
Bermanella marisrubri RED65	Pseudomonas formosensis JCM 18415	56.11
Bermanella marisrubri RED65	Halomonas elongata HEK1	54.98
Bermanella marisrubri RED65	Rugamonas rubra ATCC 43154	49.45
Bermanella marisrubri RED65	Halomonas aestuarii Hb3	55.27
Marinomonas ushuaiensis DSM 15871	Pseudomonas marincola JCM 14761	54.64
Marinomonas ushuaiensis DSM 15871	Acinetobacter rudis DSM 24031	52.17
Marinomonas ushuaiensis DSM 15871	Pseudomonas litoralis 2SM5	55.28
Marinomonas ushuaiensis DSM 15871	Oceanicoccus sagamiensis NBRC 107125	55.53
Marinomonas ushuaiensis DSM 15871	Marinomonas posidonica IVIA-Po-181	77.54
Marinomonas ushuaiensis DSM 15871	Acinetobacter populi PBJ7	52.05
Marinomonas ushuaiensis DSM 15871	Moraxella nonliquefaciens CCUG 348	51.13
Marinomonas ushuaiensis DSM 15871	Congregibacter litoralis KT71	53.57
Marinomonas ushuaiensis DSM 15871	Halomonas zincidurans B6	54.14
Marinomonas ushuaiensis DSM 15871	Acinetobacter larvae BRTC-1	51.94
Marinomonas ushuaiensis DSM 15871	Pseudomonas hussainii JCM 19513	55.24
Marinomonas ushuaiensis DSM 15871	Pseudomonas caeni DSM 24390	55.24
Marinomonas ushuaiensis DSM 15871	Kushneria marisflavi SW32	52.97
Marinomonas ushuaiensis DSM 15871	Acinetobacter junii 65	52.37
Marinomonas ushuaiensis DSM 15871	Halomonas lutea DSM 23508	54.31
Marinomonas ushuaiensis DSM 15871	Halomonas saccharevitans CGMCC 1.6493	54.14
Marinomonas ushuaiensis DSM 15871	Haliea salexigens DSM 19537	54.51
Marinomonas ushuaiensis DSM 15871	Pseudomonas protegens CHA0	54.00
Marinomonas ushuaiensis DSM 15871	Alcanivorax borkumensis SK2	54.51
Marinomonas ushuaiensis DSM 15871	Halioglobus pacificus RR3-57	54.43
Marinomonas ushuaiensis DSM 15871	Marinomonas atlantica Cmf 18.22	69.13
Marinomonas ushuaiensis DSM 15871	Chromohalobacter salexigens DSM 3043	54.12
Marinomonas ushuaiensis DSM 15871	Pseudomonas aestusnigri VGXO14	55.41
Marinomonas ushuaiensis DSM 15871	Halomonas subterranea CGMCC 1.6495	54.43
Marinomonas ushuaiensis DSM 15871	Halomonas desiderata SP1	54.09
Marinomonas ushuaiensis DSM 15871	Gilvimarinus agarilyticus JEA5	55.29
Marinomonas ushuaiensis DSM 15871	Pseudomonas psychrotolerans PRS08-11306	54.27
Marinomonas ushuaiensis DSM 15871	Chromohalobacter japonicus CJ	54.11
Marinomonas ushuaiensis DSM 15871	Marinobacter excellens HL-55	55.05
Marinomonas ushuaiensis DSM 15871	Moraxella lincolnii CCUG 9405	51.38
Marinomonas ushuaiensis DSM 15871	Acinetobacter gerneri CIP 107464	52.05
Marinomonas ushuaiensis DSM 15871	Saccharophagus degradans 2-40	54.74
Marinomonas ushuaiensis DSM 15871	Halioglobus japonicus NBRC 107739	54.75
Marinomonas ushuaiensis DSM 15871	Halomonas utahensis P-halo	53.57
Marinomonas ushuaiensis DSM 15871	Gynuella sunshinyii YC6258	55.23
Marinomonas ushuaiensis DSM 15871	Pseudomonas pelagia CL-AP6	55.33
Marinomonas ushuaiensis DSM 15871	Halomonas jeotgali Hwa	54.19
Marinomonas ushuaiensis DSM 15871	Microbulbifer variabilis ATCC 700307	54.61
Marinomonas ushuaiensis DSM 15871	Amphritea japonica JAMM 1866	56.82
Marinomonas ushuaiensis DSM 15871	Aidingimonas halophila DSM 19219	53.90
Marinomonas ushuaiensis DSM 15871	Psychrobacter urativorans R10.10B	51.27
Marinomonas ushuaiensis DSM 15871	Endozoicomonas numazuensis DSM 25634	54.79
Marinomonas ushuaiensis DSM 15871	Moraxella porci CCUG 54912	51.67
Marinomonas ushuaiensis DSM 15871	Oceanobacter kriegii DSM 6294	55.54
Marinomonas ushuaiensis DSM 15871	Pseudomonas fluorescens F113	53.81
Marinomonas ushuaiensis DSM 15871	Pseudomonas indica NBRC 103045	54.87
Marinomonas ushuaiensis DSM 15871	Pseudomonas balearica DSM6083 (=SP1402)	55.17
Marinomonas ushuaiensis DSM 15871	Acinetobacter bohemicus ANC 3994	52.27
Marinomonas ushuaiensis DSM 15871	Pseudomonas anguilliseptica DSM 12111	54.86
Marinomonas ushuaiensis DSM 15871	Marinomonas fungiae JCM 18476	69.55
Marinomonas ushuaiensis DSM 15871	Azotobacter chroococcum NCIMB 8003	54.87
Marinomonas ushuaiensis DSM 15871	Acinetobacter celticus ANC 4603	51.91
Marinomonas ushuaiensis DSM 15871	Halomonas halodenitrificans DSM 735	54.34
Marinomonas ushuaiensis DSM 15871	Moraxella osloensis CCUG 350	51.59
